Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Profit Margin,Sales Share,Sales Rank,Profit Rank,Product Type
Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,174.73,12.81,18,0.371428571,0.073313112,7.61E-05,1151,1353,Problem Product
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,238.33,25.49,46,0.35,0.106952545,0.000103771,1032,1144.5,Problem Product
Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1217.1,215.55,47,0.366666667,0.177101306,0.000529936,461,356,Problem Product
Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,532.16,48.38,44,0.422222222,0.090912508,0.000231707,719,894,Problem Product
Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,96.65,26.91,26,0.325,0.278427315,4.21E-05,1394,1126,Problem Product
Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,16.4,5.06,8,0.233333333,0.308536585,7.14E-06,1803,1477,Problem Product
Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.07,58.51,59,0.269230769,0.275899467,9.23E-05,1068,795,Problem Product
Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,66.67,15.31,12,0.4,0.229638518,2.90E-05,1551,1301,Problem Product
Office Supplies,Binders,Wilson Jones Èà•Ê∑™napÈà?Scratch Pad Binder Tool for Ring Binders,100.92,30.74,22,0.2,0.304597701,4.39E-05,1375,1080,Problem Product
Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08,76.94,39,0.3,0.199285122,0.000168103,852,685,Problem Product
Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.91,-13.33,22,0.5,-0.182828144,3.17E-05,1520,1640.5,Problem Product
Office Supplies,Binders,Zipper Ring Binder Pockets,81.75,11.73,44,0.376923077,0.143486239,3.56E-05,1482,1366,Problem Product
Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",41.3,16.77,11,0.1,0.406053269,1.80E-05,1688,1272,Problem Product
Office Supplies,Envelopes,#10 Self-Seal White Envelopes,108.68,52.12,10,0.05,0.479573059,4.73E-05,1347,855,Problem Product
Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",488.91,223.12,32,0.057142857,0.456362112,0.000212876,759,350,Problem Product
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.67,115.3,37,0.08,0.402204626,0.000124819,951,542,Problem Product
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.69,64.86,21,0.075,0.44215693,6.39E-05,1225,750,Problem Product
Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.29,63.75,13,0.1,0.361620058,7.68E-05,1144.5,759.5,Problem Product
Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,71.28,24.94,9,0.2,0.349887767,3.10E-05,1529,1147,Problem Product
Office Supplies,Envelopes,Airmail Envelopes,1359.67,514.48,19,0.133333333,0.378385932,0.000592013,420,164,Problem Product
Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,1360.48,559.3,18,0.05,0.411104904,0.000592365,419,145,Problem Product
Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,53.76,25.8,12,0,0.479910714,2.34E-05,1618,1140,Problem Product
Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.61,299.86,22,0.085714286,0.382664846,0.000341191,587,280,Problem Product
Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,244.51,117.16,15,0.04,0.479162406,0.000106462,1021,536,Problem Product
Office Supplies,Envelopes,Cameo Buff Policy Envelopes,1555.75,632.25,28,0.1,0.406395629,0.000677388,379,124,Problem Product
Office Supplies,Envelopes,Colored Envelopes,50.93,19.04,16,0.12,0.373846456,2.22E-05,1632,1238,Problem Product
Office Supplies,Envelopes,Convenience Packs of Business Envelopes,58.65,24.1,18,0.1,0.410912191,2.55E-05,1596,1161,Problem Product
Office Supplies,Envelopes,Fashion Color Clasp Envelopes,77.9,36.52,15,0.066666667,0.468806162,3.39E-05,1500,1021,Problem Product
Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,375.73,164.87,30,0.028571429,0.438799138,0.000163596,861,422,Problem Product
Office Supplies,Envelopes,Grip Seal Envelopes,7.07,2.39,2,0.2,0.338048091,3.08E-06,1845,1519,Problem Product
Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82,81.32,10,0.066666667,0.411080781,8.61E-05,1094.5,667,Problem Product
Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.7,177.66,19,0.15,0.321440203,0.000240651,702,404,Problem Product
Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.81,10.81,2,0.2,0.36262999,1.30E-05,1749,1376,Problem Product
Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,198.46,83.23,20,0.04,0.41937922,8.64E-05,1091,660,Problem Product
Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,36.71,15.01,16,0.1,0.408880414,1.60E-05,1714,1309,Problem Product
Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.17,52.37,13,0.15,0.418390988,5.45E-05,1288,852,Problem Product
Office Supplies,Envelopes,Multimedia Mailers,325.86,149.9,2,0,0.460013503,0.000141882,915,452,Problem Product
Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28,29.27,4,0,0.46997431,2.71E-05,1579,1101,Problem Product
Office Supplies,Envelopes,Pastel Pink Envelopes,65.52,31.44,9,0,0.47985348,2.85E-05,1560,1070,Problem Product
Office Supplies,Envelopes,Peel & Seel Envelopes,62.86,26.53,18,0.1,0.422048998,2.74E-05,1574,1131,Problem Product
Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",264.02,113.48,26,0.1,0.429815923,0.000114957,988,544,Problem Product
Office Supplies,Envelopes,Poly String Tie Envelopes,68.13,30.29,35,0.072727273,0.444591223,2.97E-05,1544,1085.5,Problem Product
Office Supplies,Envelopes,Quality Park Security Envelopes,240.77,88.2,11,0.15,0.366324708,0.000104833,1025,642,Problem Product
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28,23.05,5,0.2,0.337580551,2.97E-05,1541.5,1180,Problem Product
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.1,115.16,12,0.08,0.444461598,0.000112815,999,543,Problem Product
Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22,39.52,35,0.114285714,0.42394336,4.06E-05,1413,989,Problem Product
Office Supplies,Envelopes,Security-Tint Envelopes,163.49,73.88,23,0.066666667,0.451893082,7.12E-05,1180,700,Problem Product
Office Supplies,Envelopes,Staple envelope,1686.79,751.6,170,0.075,0.445580066,0.000734444,354,102,Problem Product
Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",632.52,309.93,12,0,0.489992411,0.000275405,654,275,Problem Product
Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,274.94,17,0,0.449998363,0.000266026,666,303,Problem Product
Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.77,225.04,24,0.114285714,0.394274401,0.000248518,693,349,Problem Product
Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.09,421.97,16,0.04,0.449339254,0.000408888,536,207,Problem Product
Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,570.02,14,0,0.449996842,0.000551541,445,139,Problem Product
Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,50.23,22.78,9,0.066666667,0.453513836,2.19E-05,1636,1187,Problem Product
Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.95,150.97,34,0.1,0.448048672,0.000146711,904,448,Problem Product
Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",320.25,139.1,22,0.08,0.434348165,0.00013944,921,471,Problem Product
Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",40.89,17.99,15,0.08,0.439960871,1.78E-05,1690,1253.5,Problem Product
Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,30.29,19,0.04,0.45873088,2.88E-05,1557,1085.5,Problem Product
Office Supplies,Fasteners,Acco Glide Clips,19.6,9.6,5,0,0.489795918,8.53E-06,1790,1396,Problem Product
Office Supplies,Fasteners,Acco Hot Clips Clips to Go,67.12,25.49,23,0.133333333,0.37976758,2.92E-05,1548,1144.5,Problem Product
Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,87.69,20.55,25,0.066666667,0.234348272,3.82E-05,1445,1223,Problem Product
Office Supplies,Fasteners,Advantus Plastic Paper Clips,225,102.8,47,0.06,0.456888889,9.80E-05,1049,579,Problem Product
Office Supplies,Fasteners,Advantus Push Pins,54.94,20.22,27,0.057142857,0.368037859,2.39E-05,1612,1227,Problem Product
Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",139.44,43.23,24,0,0.310025818,6.07E-05,1245,944,Problem Product
Office Supplies,Fasteners,Advantus SlideClip Paper Clips,46.38,19.77,15,0.066666667,0.42626132,2.02E-05,1660,1231,Problem Product
Office Supplies,Fasteners,Advantus T-Pin Paper Clips,64.04,20.02,16,0.12,0.312617114,2.79E-05,1569,1230,Problem Product
Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",29.7,0,15,0,0,1.29E-05,1750.5,1552,Problem Product
Office Supplies,Fasteners,Alliance Rubber Bands,13.44,0.54,8,0,0.040178571,5.85E-06,1817,1536,Problem Product
Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",197.61,-10.36,27,0.05,-0.052426497,8.60E-05,1098,1623,Problem Product
Office Supplies,Fasteners,Assorted Color Push Pins,34.4,8.92,21,0.1,0.259302326,1.50E-05,1729,1409,Problem Product
Office Supplies,Fasteners,Bagged Rubber Bands,25.7,0.3,21,0.04,0.011673152,1.12E-05,1770,1539,Problem Product
Office Supplies,Fasteners,Binder Clips by OIC,36.11,15.33,27,0.114285714,0.42453614,1.57E-05,1719,1300,Problem Product
Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",13.07,-0.51,7,0.066666667,-0.039020658,5.69E-06,1818,1567,Problem Product
Office Supplies,Fasteners,Colored Push Pins,24.97,7.6,15,0.08,0.304365238,1.09E-05,1772,1433,Problem Product
Office Supplies,Fasteners,Ideal Clamps,58.69,24.85,33,0.1,0.423411143,2.56E-05,1595,1148,Problem Product
Office Supplies,Fasteners,OIC Binder Clips,128.16,60.14,38,0.028571429,0.469257179,5.58E-05,1280,778,Problem Product
Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.62,7.08,13,0.04,0.453265045,6.80E-06,1806,1444,Problem Product
Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,92.14,35.59,30,0.125,0.386260039,4.01E-05,1418,1027,Problem Product
Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",139.62,59.28,44,0.085714286,0.424581006,6.08E-05,1244,788,Problem Product
Office Supplies,Fasteners,OIC Thumb-Tacks,12.99,5.15,13,0.133333333,0.396458814,5.66E-06,1820,1474.5,Problem Product
Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,77.24,-3.29,18,0.08,-0.042594511,3.36E-05,1503,1589,Problem Product
Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,48,-5.71,29,0.1,-0.118958333,2.09E-05,1647,1603,Problem Product
Office Supplies,Fasteners,Rubber Band Ball,58.34,-0.31,16,0.05,-0.005313678,2.54E-05,1598,1566,Problem Product
Office Supplies,Fasteners,Staples,755.47,292.24,215,0.1,0.386832038,0.000328939,601,282,Problem Product
Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,19.78,-3.77,5,0.1,-0.190596562,8.61E-06,1788,1592,Problem Product
Office Supplies,Fasteners,Stockwell Gold Paper Clips,8.1,3.4,5,0.1,0.419753086,3.53E-06,1840,1503,Problem Product
Office Supplies,Fasteners,Stockwell Push Pins,69.76,20.12,34,0.075,0.288417431,3.04E-05,1535,1228,Problem Product
Office Supplies,Fasteners,"Super Bands, 12/Pack",33.48,-2.6,20,0.1,-0.077658303,1.46E-05,1732,1584,Problem Product
Office Supplies,Fasteners,Translucent Push Pins by OIC,24.55,5.84,15,0.133333333,0.237881874,1.07E-05,1773,1462,Problem Product
Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18,119.74,29,0.1,0.40428118,0.000128959,943,528,Problem Product
Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,518,244.2,37,0.066666667,0.471428571,0.000225542,730,330,Problem Product
Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,9.5,5,0,0.460048426,8.99E-06,1785,1398,Problem Product
Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.41,524.52,43,0.090909091,0.425260051,0.000537038,452,158,Problem Product
Office Supplies,Labels,Avery 473,248.4,119.25,24,0,0.480072464,0.000108156,1013,530,Problem Product
Office Supplies,Labels,Avery 474,78.34,34.27,30,0.111111111,0.437452132,3.41E-05,1497,1042,Problem Product
Office Supplies,Labels,Avery 475,266.4,133.2,18,0,0.5,0.000115993,983,482,Problem Product
Office Supplies,Labels,Avery 476,137.11,54.6,37,0.08,0.398220407,5.97E-05,1257,829,Problem Product
Office Supplies,Labels,Avery 477,573.96,244.24,20,0.05,0.42553488,0.000249907,688,329,Problem Product
Office Supplies,Labels,Avery 478,88.38,43.31,18,0,0.490042996,3.85E-05,1440,943,Problem Product
Office Supplies,Labels,Avery 479,16.7,6.84,7,0.066666667,0.409580838,7.27E-06,1802,1445,Problem Product
Office Supplies,Labels,Avery 48,90.72,39.68,15,0.066666667,0.437389771,3.95E-05,1429,986,Problem Product
Office Supplies,Labels,Avery 480,89.25,42.45,24,0.033333333,0.475630252,3.89E-05,1437,954,Problem Product
Office Supplies,Labels,Avery 481,91.17,43.12,30,0.04,0.472962597,3.97E-05,1425,947,Problem Product
Office Supplies,Labels,Avery 482,11.56,5.43,4,0,0.469723183,5.03E-06,1825.5,1469.5,Problem Product
Office Supplies,Labels,Avery 483,83.67,32.56,19,0.1,0.389147843,3.64E-05,1472,1060,Problem Product
Office Supplies,Labels,Avery 484,9.22,3.34,4,0.2,0.362255965,4.01E-06,1837,1504,Problem Product
Office Supplies,Labels,Avery 485,639.03,300.33,51,0,0.469977935,0.000278239,651,278,Problem Product
Office Supplies,Labels,Avery 486,168.13,75.16,24,0.044444444,0.447035032,7.32E-05,1173,694,Problem Product
Office Supplies,Labels,Avery 487,84.87,35.97,25,0.057142857,0.423824673,3.70E-05,1461,1025,Problem Product
Office Supplies,Labels,Avery 488,51.03,23.17,17,0.066666667,0.454046639,2.22E-05,1631,1178.5,Problem Product
Office Supplies,Labels,Avery 489,159.39,73.27,16,0.04,0.459690068,6.94E-05,1188,703,Problem Product
Office Supplies,Labels,Avery 49,66.82,31.56,24,0.033333333,0.472313679,2.91E-05,1550,1067,Problem Product
Office Supplies,Labels,Avery 490,177.6,81.4,13,0.08,0.458333333,7.73E-05,1139,666,Problem Product
Office Supplies,Labels,Avery 491,45.43,18.67,12,0.133333333,0.410961919,1.98E-05,1665,1246,Problem Product
Office Supplies,Labels,Avery 492,53.57,22.46,20,0.08,0.419264514,2.33E-05,1620,1194,Problem Product
Office Supplies,Labels,Avery 493,55.97,23.43,13,0.1,0.418617116,2.44E-05,1609,1170,Problem Product
Office Supplies,Labels,Avery 494,56.37,23.96,23,0.1,0.425048785,2.45E-05,1604,1165,Problem Product
Office Supplies,Labels,Avery 495,97.02,42.58,16,0.05,0.438878582,4.22E-05,1392,952,Problem Product
Office Supplies,Labels,Avery 496,50.25,22.95,14,0.1,0.456716418,2.19E-05,1635,1182,Problem Product
Office Supplies,Labels,Avery 497,24.02,11.21,8,0.1,0.466694421,1.05E-05,1777,1372,Problem Product
Office Supplies,Labels,Avery 498,35.26,15.35,13,0.066666667,0.435337493,1.54E-05,1725,1298,Problem Product
Office Supplies,Labels,Avery 499,176.29,68.71,40,0.109090909,0.389755516,7.68E-05,1144.5,725,Problem Product
Office Supplies,Labels,Avery 5,5.76,2.82,2,0,0.489583333,2.51E-06,1852,1512,Problem Product
Office Supplies,Labels,Avery 50,235.56,102.75,20,0.04,0.4361946,0.000102565,1036,580,Problem Product
Office Supplies,Labels,Avery 500,58.48,27.48,8,0,0.469904241,2.55E-05,1597,1119,Problem Product
Office Supplies,Labels,Avery 501,66.41,23.4,22,0.175,0.352356573,2.89E-05,1554.5,1171,Problem Product
Office Supplies,Labels,Avery 502,17.64,6.17,7,0.2,0.349773243,7.68E-06,1798.5,1455,Problem Product
Office Supplies,Labels,Avery 503,155.25,74.51,15,0,0.479935588,6.76E-05,1199,697,Problem Product
Office Supplies,Labels,Avery 505,372.96,165.76,28,0.114285714,0.444444444,0.00016239,866,419,Problem Product
Office Supplies,Labels,Avery 506,66.08,28.17,17,0.066666667,0.426301453,2.88E-05,1556,1111,Problem Product
Office Supplies,Labels,Avery 507,24.19,8.64,10,0.1,0.357172385,1.05E-05,1776,1416,Problem Product
Office Supplies,Labels,Avery 508,87.39,39.82,19,0.066666667,0.455658542,3.81E-05,1448,982,Problem Product
Office Supplies,Labels,Avery 509,32.36,14.04,13,0.05,0.433868974,1.41E-05,1737,1329.5,Problem Product
Office Supplies,Labels,Avery 51,95.76,41.31,16,0.04,0.431390977,4.17E-05,1401,969,Problem Product
Office Supplies,Labels,Avery 510,21.75,8.1,7,0.133333333,0.372413793,9.47E-06,1783,1429,Problem Product
Office Supplies,Labels,Avery 511,56.68,24.64,20,0.1,0.434721242,2.47E-05,1603,1153,Problem Product
Office Supplies,Labels,Avery 512,84.39,35.36,32,0.08,0.419006991,3.67E-05,1465,1029,Problem Product
Office Supplies,Labels,Avery 513,93.63,34.46,22,0.08,0.36804443,4.08E-05,1409,1040.5,Problem Product
Office Supplies,Labels,Avery 514,47.81,22.85,17,0.05,0.477933487,2.08E-05,1649,1186,Problem Product
Office Supplies,Labels,Avery 515,62.65,29.45,5,0,0.470071828,2.73E-05,1576,1097,Problem Product
Office Supplies,Labels,Avery 516,109.65,51.54,15,0,0.47004104,4.77E-05,1343,859,Problem Product
Office Supplies,Labels,Avery 517,44.28,18.85,13,0.05,0.42570009,1.93E-05,1673,1241,Problem Product
Office Supplies,Labels,Avery 518,106.47,49.14,35,0.05,0.461538462,4.64E-05,1355,883,Problem Product
Office Supplies,Labels,Avery 519,121.35,51.61,18,0.066666667,0.425298723,5.28E-05,1303,858,Problem Product
Office Supplies,Labels,Avery 52,68.63,31.47,19,0.033333333,0.458545825,2.99E-05,1539,1068.5,Problem Product
Office Supplies,Labels,Avery 520,46.62,22.04,15,0.04,0.472758473,2.03E-05,1657,1201,Problem Product
Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,126.69,28,0.057142857,0.456738049,0.000120774,967,500,Problem Product
Office Supplies,Labels,Avery File Folder Labels,113.48,48.84,44,0.107692308,0.430384209,4.94E-05,1328,888,Problem Product
Office Supplies,Labels,Avery White Multi-Purpose Labels,95.62,41.83,20,0.05,0.437460782,4.16E-05,1402,964,Problem Product
Office Supplies,Labels,Color-Coded Legal Exhibit Labels,14.73,7.22,3,0,0.490156144,6.41E-06,1811,1442,Problem Product
Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.87,1517.91,36,0.05,0.456806917,0.001446808,186,39,Problem Product
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,44.37,18.99,18,0.033333333,0.427991886,1.93E-05,1672,1239,Problem Product
Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72,55.07,29,0.133333333,0.358248764,6.69E-05,1203,826,Problem Product
Office Supplies,Labels,Round Specialty Laser Printer Labels,421.01,162.01,39,0.133333333,0.384812712,0.000183312,828,430,Problem Product
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,153.51,64.41,23,0.085714286,0.419581786,6.68E-05,1204,755,Problem Product
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.56,8.96,9,0.2,0.337349398,1.16E-05,1762,1407,Problem Product
Office Supplies,Labels,Self-Adhesive Removable Labels,110.25,52.92,35,0,0.48,4.80E-05,1337,842,Problem Product
Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25,32.25,20,0.08,0.452631579,3.10E-05,1530,1062,Problem Product
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,48.05,22.43,16,0.04,0.466805411,2.09E-05,1646,1197,Problem Product
Office Supplies,Labels,Staple-on labels,53.76,21.58,21,0.08,0.40141369,2.34E-05,1619,1210.5,Problem Product
Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",25.22,10.39,8,0.133333333,0.411974623,1.10E-05,1771,1380,Problem Product
Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",49.98,22.71,7,0.1,0.454381753,2.18E-05,1638,1188,Problem Product
Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,422.76,172.94,10,0.1,0.409073706,0.000184074,825,408,Problem Product
Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",72.85,31.41,24,0.04,0.431159918,3.17E-05,1521,1072,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Èà?x 11Èà?,13.76""",6,0,0,6.3296,0,2.61E-06,1850.5,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Èà?x 11Èà?,27.52""",4,0,0,12.6592,0,1.74E-06,1854.5,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Èà?x 11Èà?,34.4""",10,0,0,15.824,0,4.35E-06,1832,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Èà?x 11Èà?,41.28""",6,0,0,18.9888,0,2.61E-06,1850.5,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Èà?x 11Èà?,48.16""",7,0,0,22.1536,0,3.05E-06,1847,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Èà?x 11Èà?,11.168""",2,0,0,3.7692,0,8.71E-07,1860.5,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Èà?x 11Èà?,20.94""",3,0,0,9.8418,0,1.31E-06,1858,1552,Problem Product
Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Èà?x 11Èà?,62.82""",9,0,0,29.5254,0,3.92E-06,1838,1552,Problem Product
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.67,72.7,32,0.028571429,0.421034343,7.52E-05,1157,707,Problem Product
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89,60.9,24,0.04,0.45827376,5.79E-05,1274,770,Problem Product
Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,111.72,28,0,0.5,9.73E-05,1053,551,Problem Product
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Èà?x 11Èà?,14.496""",3,0,0,4.8924,0,1.31E-06,1858,1552,Problem Product
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Èà?x 11Èà?,4.832""",1,0,0,1.6308,0,4.35E-07,1863,1552,Problem Product
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Èà?x 11Èà?,42.28""",7,0,0,19.8716,0,3.05E-06,1847,1552,Problem Product
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4Èà?x 11Èà?,9.664""",4,0,0,3.2616,0,1.74E-06,1854.5,1552,Problem Product
Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.9,16.37,8,0.066666667,0.400244499,1.78E-05,1689,1278,Problem Product
Office Supplies,Paper,Advantus Motivational Note Cards,227.94,94.33,20,0.12,0.413836975,9.92E-05,1047,611,Problem Product
Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.47,11.29,14,0.1,0.410993811,1.20E-05,1758,1371,Problem Product
Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72,47.19,25,0.05,0.442185157,4.65E-05,1354,906,Problem Product
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ÊàÆÈà•?x 11Èà?,12.48""",4,0,0,5.616,0,1.74E-06,1854.5,1552,Problem Product
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ÊàÆÈà•?x 11Èà?,24.96""",4,0,0,11.232,0,1.74E-06,1854.5,1552,Problem Product
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ÊàÆÈà•?x 11Èà?,37.44""",12,0,0,16.848,0,5.22E-06,1822,1552,Problem Product
Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.14,15.67,9,0.05,0.410854746,1.66E-05,1702,1290,Problem Product
Office Supplies,Paper,Array Memo Cubes,54.91,25.84,11,0.066666667,0.470588235,2.39E-05,1613,1139,Problem Product
Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",106.29,49.51,15,0.05,0.46580111,4.63E-05,1357,881,Problem Product
Office Supplies,Paper,Astroparche Fine Business Paper,144.67,65.05,29,0.066666667,0.449644017,6.30E-05,1233,749,Problem Product
Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,103.86,37.85,11,0.133333333,0.36443289,4.52E-05,1365,1005,Problem Product
Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,68.28,29.94,21,0.04,0.438488576,2.97E-05,1541.5,1090,Problem Product
Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06,20.83,11,0.2,0.325163909,2.79E-05,1568,1218,Problem Product
Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.34,65.14,19,0.05,0.406261694,6.98E-05,1185,748,Problem Product
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.97,4,0,0.480010438,8.34E-05,1111,619,Problem Product
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,405.96,169.2,24,0.085714286,0.416789832,0.000176759,840,414,Problem Product
Office Supplies,Paper,Easy-staple paper,2504.18,1096,150,0.060869565,0.437668219,0.001090343,252,63,Problem Product
